call_id,family,tier,model_id_sent,framing,n,trial_index,parse_status,word_index,word
anthropic_sonnet_FA_N5_T14,anthropic,sonnet,claude-sonnet-4-6,A,5,14,clean,0,helpful
anthropic_sonnet_FA_N5_T14,anthropic,sonnet,claude-sonnet-4-6,A,5,14,clean,1,curious
anthropic_sonnet_FA_N5_T14,anthropic,sonnet,claude-sonnet-4-6,A,5,14,clean,2,honest
anthropic_sonnet_FA_N5_T14,anthropic,sonnet,claude-sonnet-4-6,A,5,14,clean,3,knowledgeable
anthropic_sonnet_FA_N5_T14,anthropic,sonnet,claude-sonnet-4-6,A,5,14,clean,4,conversational
openai_nano_FA_N1_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,1,8,clean,0,insightful
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,0,helpful
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,1,knowledgeable
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,2,conversational
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,3,adaptive
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,4,precise
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,5,creative
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,6,reliable
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,7,efficient
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,8,curious
openai_full_FB_N10_T16,openai,full,gpt-5.4-2026-03-05,B,10,16,clean,9,artificial
openai_full_FA_N3_T19,openai,full,gpt-5.4-2026-03-05,A,3,19,clean,0,helpful
openai_full_FA_N3_T19,openai,full,gpt-5.4-2026-03-05,A,3,19,clean,1,curious
openai_full_FA_N3_T19,openai,full,gpt-5.4-2026-03-05,A,3,19,clean,2,adaptable
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,0,helpful
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,1,analytical
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,2,concise
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,3,adaptable
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,4,knowledgeable
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,5,creative
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,6,patient
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,7,curious
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,8,reliable
openai_full_FA_N10_T08,openai,full,gpt-5.4-2026-03-05,A,10,8,clean,9,conversational
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,0,helpful
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,1,knowledgeable
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,2,adaptable
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,3,conversational
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,4,analytical
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,5,creative
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,6,reliable
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,7,curious
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,8,efficient
openai_full_FB_N10_T02,openai,full,gpt-5.4-2026-03-05,B,10,2,clean,9,artificial
anthropic_opus_FB_N3_T14,anthropic,opus,claude-opus-4-7,B,3,14,clean,0,helpful
anthropic_opus_FB_N3_T14,anthropic,opus,claude-opus-4-7,B,3,14,clean,1,curious
anthropic_opus_FB_N3_T14,anthropic,opus,claude-opus-4-7,B,3,14,clean,2,candid
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,0,helpful
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,1,curious
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,2,honest
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,3,thoughtful
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,4,clear
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,5,patient
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,6,creative
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,7,informative
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,8,respectful
anthropic_haiku_FA_N10_T15,anthropic,haiku,claude-haiku-4-5,A,10,15,clean,9,humble
anthropic_sonnet_FA_N5_T15,anthropic,sonnet,claude-sonnet-4-6,A,5,15,clean,0,helpful
anthropic_sonnet_FA_N5_T15,anthropic,sonnet,claude-sonnet-4-6,A,5,15,clean,1,curious
anthropic_sonnet_FA_N5_T15,anthropic,sonnet,claude-sonnet-4-6,A,5,15,clean,2,honest
anthropic_sonnet_FA_N5_T15,anthropic,sonnet,claude-sonnet-4-6,A,5,15,clean,3,knowledgeable
anthropic_sonnet_FA_N5_T15,anthropic,sonnet,claude-sonnet-4-6,A,5,15,clean,4,conversational
anthropic_sonnet_FA_N3_T03,anthropic,sonnet,claude-sonnet-4-6,A,3,3,clean,0,helpful
anthropic_sonnet_FA_N3_T03,anthropic,sonnet,claude-sonnet-4-6,A,3,3,clean,1,curious
anthropic_sonnet_FA_N3_T03,anthropic,sonnet,claude-sonnet-4-6,A,3,3,clean,2,honest
anthropic_sonnet_FA_N5_T16,anthropic,sonnet,claude-sonnet-4-6,A,5,16,clean,0,helpful
anthropic_sonnet_FA_N5_T16,anthropic,sonnet,claude-sonnet-4-6,A,5,16,clean,1,curious
anthropic_sonnet_FA_N5_T16,anthropic,sonnet,claude-sonnet-4-6,A,5,16,clean,2,honest
anthropic_sonnet_FA_N5_T16,anthropic,sonnet,claude-sonnet-4-6,A,5,16,clean,3,knowledgeable
anthropic_sonnet_FA_N5_T16,anthropic,sonnet,claude-sonnet-4-6,A,5,16,clean,4,artificial
openai_mini_FB_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,B,3,4,clean,0,helpful
openai_mini_FB_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,B,3,4,clean,1,adaptable
openai_mini_FB_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,B,3,4,clean,2,precise
openai_mini_FB_N1_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,1,18,clean,0,adaptive
openai_mini_FB_N3_T16,openai,mini,gpt-5.4-mini-2026-03-17,B,3,16,clean,0,helpful
openai_mini_FB_N3_T16,openai,mini,gpt-5.4-mini-2026-03-17,B,3,16,clean,1,analytical
openai_mini_FB_N3_T16,openai,mini,gpt-5.4-mini-2026-03-17,B,3,16,clean,2,adaptable
anthropic_sonnet_FA_N3_T01,anthropic,sonnet,claude-sonnet-4-6,A,3,1,clean,0,helpful
anthropic_sonnet_FA_N3_T01,anthropic,sonnet,claude-sonnet-4-6,A,3,1,clean,1,curious
anthropic_sonnet_FA_N3_T01,anthropic,sonnet,claude-sonnet-4-6,A,3,1,clean,2,honest
openai_nano_FA_N5_T06,openai,nano,gpt-5.4-nano-2026-03-17,A,5,6,clean,0,helpful
openai_nano_FA_N5_T06,openai,nano,gpt-5.4-nano-2026-03-17,A,5,6,clean,1,concise
openai_nano_FA_N5_T06,openai,nano,gpt-5.4-nano-2026-03-17,A,5,6,clean,2,analytical
openai_nano_FA_N5_T06,openai,nano,gpt-5.4-nano-2026-03-17,A,5,6,clean,3,adaptable
openai_nano_FA_N5_T06,openai,nano,gpt-5.4-nano-2026-03-17,A,5,6,clean,4,friendly
anthropic_haiku_FB_N1_T13,anthropic,haiku,claude-haiku-4-5,B,1,13,clean,0,helpful
anthropic_opus_FA_N3_T08,anthropic,opus,claude-opus-4-7,A,3,8,clean,0,curious
anthropic_opus_FA_N3_T08,anthropic,opus,claude-opus-4-7,A,3,8,clean,1,helpful
anthropic_opus_FA_N3_T08,anthropic,opus,claude-opus-4-7,A,3,8,clean,2,candid
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,0,helpful
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,1,curious
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,2,honest
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,3,thoughtful
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,4,concise
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,5,analytical
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,6,friendly
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,7,adaptable
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,8,careful
anthropic_opus_FA_N10_T17,anthropic,opus,claude-opus-4-7,A,10,17,clean,9,conversational
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,0,helpful
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,1,thoughtful
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,2,concise
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,3,adaptive
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,4,knowledgeable
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,5,reliable
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,6,curious
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,7,polite
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,8,fast
openai_mini_FA_N10_T14,openai,mini,gpt-5.4-mini-2026-03-17,A,10,14,clean,9,supportive
openai_full_FA_N3_T11,openai,full,gpt-5.4-2026-03-05,A,3,11,clean,0,helpful
openai_full_FA_N3_T11,openai,full,gpt-5.4-2026-03-05,A,3,11,clean,1,curious
openai_full_FA_N3_T11,openai,full,gpt-5.4-2026-03-05,A,3,11,clean,2,adaptable
openai_mini_FA_N1_T08,openai,mini,gpt-5.4-mini-2026-03-17,A,1,8,clean,0,adaptive
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,0,helpful
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,1,knowledgeable
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,2,concise
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,3,adaptable
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,4,curious
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,5,reliable
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,6,creative
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,7,patient
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,8,analytical
openai_full_FA_N10_T10,openai,full,gpt-5.4-2026-03-05,A,10,10,clean,9,friendly
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,0,helpful
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,1,knowledgeable
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,2,conversational
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,3,precise
openai_nano_FA_N5_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,5,1,clean,4,safe
anthropic_sonnet_FA_N3_T08,anthropic,sonnet,claude-sonnet-4-6,A,3,8,clean,0,helpful
anthropic_sonnet_FA_N3_T08,anthropic,sonnet,claude-sonnet-4-6,A,3,8,clean,1,curious
anthropic_sonnet_FA_N3_T08,anthropic,sonnet,claude-sonnet-4-6,A,3,8,clean,2,honest
anthropic_opus_FB_N1_T16,anthropic,opus,claude-opus-4-7,B,1,16,clean,0,curious
anthropic_opus_FA_N1_T10,anthropic,opus,claude-opus-4-7,A,1,10,clean,0,curious
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,0,helpful
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,1,knowledgeable
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,2,concise
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,3,adaptable
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,4,curious
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,5,reliable
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,6,creative
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,7,patient
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,8,analytical
openai_full_FA_N10_T01,openai,full,gpt-5.4-2026-03-05,A,10,1,clean,9,conversational
google_flash-lite_FB_N1_T15,google,flash-lite,gemini-3.1-flash-lite,B,1,15,clean,0,multifaceted
openai_mini_FB_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,B,5,10,clean,0,helpful
openai_mini_FB_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,B,5,10,clean,1,adaptable
openai_mini_FB_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,B,5,10,clean,2,analytical
openai_mini_FB_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,B,5,10,clean,3,concise
openai_mini_FB_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,B,5,10,clean,4,reliable
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,0,helpful
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,1,curious
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,2,honest
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,3,thoughtful
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,4,concise
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,5,adaptable
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,6,analytical
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,7,friendly
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,8,careful
anthropic_opus_FA_N10_T04,anthropic,opus,claude-opus-4-7,A,10,4,clean,9,conversational
openai_mini_FA_N3_T18,openai,mini,gpt-5.4-mini-2026-03-17,A,3,18,clean,0,helpful
openai_mini_FA_N3_T18,openai,mini,gpt-5.4-mini-2026-03-17,A,3,18,clean,1,concise
openai_mini_FA_N3_T18,openai,mini,gpt-5.4-mini-2026-03-17,A,3,18,clean,2,adaptable
openai_nano_FB_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,B,3,3,clean,0,helpful
openai_nano_FB_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,B,3,3,clean,1,conversational
openai_nano_FB_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,B,3,3,clean,2,ai
openai_nano_FB_N3_T05,openai,nano,gpt-5.4-nano-2026-03-17,B,3,5,clean,0,ai assistant
openai_nano_FB_N3_T05,openai,nano,gpt-5.4-nano-2026-03-17,B,3,5,clean,1,multilingual
openai_nano_FB_N3_T05,openai,nano,gpt-5.4-nano-2026-03-17,B,3,5,clean,2,helpful
openai_full_FA_N1_T17,openai,full,gpt-5.4-2026-03-05,A,1,17,clean,0,adaptive
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,0,helpful
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,1,curious
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,2,honest
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,3,thoughtful
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,4,analytical
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,5,conversational
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,6,adaptable
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,7,careful
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,8,creative
anthropic_opus_FB_N10_T00,anthropic,opus,claude-opus-4-7,B,10,0,clean,9,claude
anthropic_haiku_FA_N5_T14,anthropic,haiku,claude-haiku-4-5,A,5,14,clean,0,helpful
anthropic_haiku_FA_N5_T14,anthropic,haiku,claude-haiku-4-5,A,5,14,clean,1,curious
anthropic_haiku_FA_N5_T14,anthropic,haiku,claude-haiku-4-5,A,5,14,clean,2,thoughtful
anthropic_haiku_FA_N5_T14,anthropic,haiku,claude-haiku-4-5,A,5,14,clean,3,direct
anthropic_haiku_FA_N5_T14,anthropic,haiku,claude-haiku-4-5,A,5,14,clean,4,honest
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,0,curious
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,1,helpful
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,2,honest
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,3,thoughtful
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,4,patient
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,5,knowledgeable
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,6,neutral
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,7,precise
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,8,adaptive
anthropic_sonnet_FA_N10_T00,anthropic,sonnet,claude-sonnet-4-6,A,10,0,clean,9,artificial
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,0,helpful
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,1,curious
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,2,honest
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,3,thoughtful
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,4,conversational
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,5,analytical
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,6,adaptable
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,7,concise
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,8,creative
anthropic_opus_FB_N10_T05,anthropic,opus,claude-opus-4-7,B,10,5,clean,9,claude
openai_nano_FB_N3_T14,openai,nano,gpt-5.4-nano-2026-03-17,B,3,14,clean,0,ai
openai_nano_FB_N3_T14,openai,nano,gpt-5.4-nano-2026-03-17,B,3,14,clean,1,assistant
openai_nano_FB_N3_T14,openai,nano,gpt-5.4-nano-2026-03-17,B,3,14,clean,2,conversational
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,0,helpful
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,1,curious
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,2,analytical
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,3,conversational
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,4,honest
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,5,thoughtful
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,6,adaptable
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,7,clear
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,8,patient
anthropic_haiku_FA_N10_T16,anthropic,haiku,claude-haiku-4-5,A,10,16,clean,9,reliable
anthropic_opus_FB_N3_T02,anthropic,opus,claude-opus-4-7,B,3,2,clean,0,helpful
anthropic_opus_FB_N3_T02,anthropic,opus,claude-opus-4-7,B,3,2,clean,1,curious
anthropic_opus_FB_N3_T02,anthropic,opus,claude-opus-4-7,B,3,2,clean,2,honest
openai_full_FA_N1_T11,openai,full,gpt-5.4-2026-03-05,A,1,11,clean,0,helpful
openai_mini_FA_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,A,3,4,clean,0,helpful
openai_mini_FA_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,A,3,4,clean,1,concise
openai_mini_FA_N3_T04,openai,mini,gpt-5.4-mini-2026-03-17,A,3,4,clean,2,adaptable
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,0,curious
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,1,helpful
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,2,honest
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,3,thoughtful
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,4,calm
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,5,knowledgeable
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,6,articulate
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,7,neutral
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,8,patient
anthropic_sonnet_FA_N10_T19,anthropic,sonnet,claude-sonnet-4-6,A,10,19,clean,9,artificial
openai_full_FA_N1_T16,openai,full,gpt-5.4-2026-03-05,A,1,16,clean,0,helpful
openai_mini_FA_N3_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,3,10,clean,0,helpful
openai_mini_FA_N3_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,3,10,clean,1,concise
openai_mini_FA_N3_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,3,10,clean,2,adaptable
openai_mini_FB_N1_T15,openai,mini,gpt-5.4-mini-2026-03-17,B,1,15,clean,0,adaptive
anthropic_haiku_FB_N5_T05,anthropic,haiku,claude-haiku-4-5,B,5,5,clean,0,helpful
anthropic_haiku_FB_N5_T05,anthropic,haiku,claude-haiku-4-5,B,5,5,clean,1,harmless
anthropic_haiku_FB_N5_T05,anthropic,haiku,claude-haiku-4-5,B,5,5,clean,2,honest
anthropic_haiku_FB_N5_T05,anthropic,haiku,claude-haiku-4-5,B,5,5,clean,3,curious
anthropic_haiku_FB_N5_T05,anthropic,haiku,claude-haiku-4-5,B,5,5,clean,4,conversational
anthropic_opus_FA_N5_T06,anthropic,opus,claude-opus-4-7,A,5,6,clean,0,helpful
anthropic_opus_FA_N5_T06,anthropic,opus,claude-opus-4-7,A,5,6,clean,1,curious
anthropic_opus_FA_N5_T06,anthropic,opus,claude-opus-4-7,A,5,6,clean,2,precise
anthropic_opus_FA_N5_T06,anthropic,opus,claude-opus-4-7,A,5,6,clean,3,thoughtful
anthropic_opus_FA_N5_T06,anthropic,opus,claude-opus-4-7,A,5,6,clean,4,honest
openai_full_FB_N5_T07,openai,full,gpt-5.4-2026-03-05,B,5,7,clean,0,helpful
openai_full_FB_N5_T07,openai,full,gpt-5.4-2026-03-05,B,5,7,clean,1,analytical
openai_full_FB_N5_T07,openai,full,gpt-5.4-2026-03-05,B,5,7,clean,2,adaptive
openai_full_FB_N5_T07,openai,full,gpt-5.4-2026-03-05,B,5,7,clean,3,reliable
openai_full_FB_N5_T07,openai,full,gpt-5.4-2026-03-05,B,5,7,clean,4,artificial
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,0,helpful
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,1,curious
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,2,thoughtful
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,3,honest
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,4,conversational
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,5,creative
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,6,analytical
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,7,patient
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,8,clear
anthropic_haiku_FA_N10_T18,anthropic,haiku,claude-haiku-4-5,A,10,18,clean,9,friendly
anthropic_haiku_FB_N3_T09,anthropic,haiku,claude-haiku-4-5,B,3,9,clean,0,helpful
anthropic_haiku_FB_N3_T09,anthropic,haiku,claude-haiku-4-5,B,3,9,clean,1,curious
anthropic_haiku_FB_N3_T09,anthropic,haiku,claude-haiku-4-5,B,3,9,clean,2,honest
openai_mini_FB_N5_T03,openai,mini,gpt-5.4-mini-2026-03-17,B,5,3,clean,0,helpful
openai_mini_FB_N5_T03,openai,mini,gpt-5.4-mini-2026-03-17,B,5,3,clean,1,analytical
openai_mini_FB_N5_T03,openai,mini,gpt-5.4-mini-2026-03-17,B,5,3,clean,2,concise
openai_mini_FB_N5_T03,openai,mini,gpt-5.4-mini-2026-03-17,B,5,3,clean,3,adaptable
openai_mini_FB_N5_T03,openai,mini,gpt-5.4-mini-2026-03-17,B,5,3,clean,4,reliable
anthropic_opus_FB_N1_T12,anthropic,opus,claude-opus-4-7,B,1,12,clean,0,curious
